DOCID,docid,title,titleEng,directors,nation,plots,runtime,rating,genre,repRlsDate,keywords,posters,stlls,vods,audiAcc
K16150,, 택시운전사,A Taxi Driver ( Taeg-si-un-jeon-sa ),"{'director': [{'directorNm': '장훈', 'directorEnNm': 'Jang Hun', 'directorId': '00042470'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '1980년 5월, 서울 택시운전사. “광주? 돈 워리, 돈 워리! 아이 베스트 드라이버”택시운전사 만섭(송강호)은 외국손님을 태우고 광주에 갔다 통금 전에 돌아오면 밀린 월세를 갚을 수 있는 거금 10만원을 준다는 말에 독일기자 피터(토마스 크레취만)를 태우고 영문도 모른 채 길을 나선다.광주 그리고 사람들. “모르겄어라, 우덜도 우덜한테 와 그라는지…”어떻게든 택시비를 받아야 하는 만섭의 기지로 검문을 뚫고 겨우 들어선 광주. 위험하니 서울로 돌아가자는 만섭의 만류에도 피터는 대학생 재식(류준열)과 황기사(유해진)의 도움 속에 촬영을 시작한다. 그러나 상황은 점점 심각해지고 만섭은 집에 혼자 있을 딸 걱정에 점점 초조해지는데…'}, {'plotLang': '영어', 'plotText': 'BASED ON A TRUE STORY May, 1980. Man-seob (SONG Kang-ho) is a taxi driver in Seoul who lives from hand to mouth, raising his young daughter alone after his wife past away with high hospital bills behind. One day, he hears that there is a foreigner who’s willing to pay big money for a drive down to Gwangju city and back. Not knowing that the foreigner is a German journalist (Thomas Kretschmann) with a hidden agenda to investigate the strange rumors of Gwangju, Man-seob takes the job and the two start off on their journey together.'}]}",137,15세관람가,"드라마,사회물(경향)",20170802,"실화바탕,실화바탕,5185.18민주화운동,택시운전기사,택시기사,광주,광주민주항쟁,5.185.18민주화운동,5.185.185.18민주화운동,광주항쟁,기자,외신부기자,역사,근현대,대학생,국가폭력",http://file.koreafilm.or.kr/thm/02/00/04/43/tn_DPK012445.jpg|http://file.koreafilm.or.kr/thm/02/00/04/44/tn_DPK012458.jpg|http://file.koreafilm.or.kr/thm/02/00/04/45/tn_DPK012498.jpg|http://file.koreafilm.or.kr/thm/02/00/04/44/tn_DPK012460.jpg|http://file.koreafilm.or.kr/thm/02/00/04/43/tn_DPK012444.jpg|http://file.koreafilm.or.kr/thm/02/00/04/44/tn_DPK012457.jpg|http://file.koreafilm.or.kr/thm/02/00/04/44/tn_DPK012459.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278951.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278952.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278953.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278954.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278955.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278956.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278957.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/82/tn_DSKT278958.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/98/tn_DSKT283951.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/98/tn_DSKT283952.jpg,"{'vod': [{'vodClass': '기타(관객리뷰)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16150/own/videoData'}, {'vodClass': '기타(무대인사 밀착영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16150/own/videoData'}, {'vodClass': '기타(잉글리쉬비교영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16150/own/videoData'}, {'vodClass': '예고편(2차)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16150/own/videoData'}, {'vodClass': '예고편(1차)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16150/own/videoData'}, {'vodClass': '뮤직비디오(뮤직비디오)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16150/own/videoData'}]}",
F40152,, 더 모델,The Model,"{'director': [{'directorNm': '매즈 매티슨', 'directorEnNm': 'Mads Matthiesen', 'directorId': '00202973'}]}",덴마크,"{'plot': [{'plotLang': '한국어', 'plotText': '파리, 패션, 욕망이 발가벗겨진다!파리에 도착한 신인모델 엠마. 사진작가 셰인을 만나서 재능을 발휘하고 인기를 얻으며 사랑에 빠진다.경쟁과 유혹, 음모가 판치는 패션계에서 엠마는 더 큰 욕망으로 위험한 변신을 거듭하는데...그녀의 도발적인 포즈에 매혹된다!'}, {'plotLang': '영어', 'plotText': 'Emma, an emerging model, struggles to enter the Parisian fashion scene and develops a dangerous obsession for fashion photographer Shane White.'}]}",108,18세관람가(청소년관람불가),드라마,20161222,"패션,패션모델,패션계,사진작가,누드사진작가",http://file.koreafilm.or.kr/thm/02/00/04/57/tn_DPF014222.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/52/43/tn_DST671476.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/43/tn_DST671477.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/43/tn_DST671478.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/43/tn_DST671479.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/43/tn_DST671480.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/52/43/tn_DST671474.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
A06547,, 7년-그들이 없는 언론,Seven Years-Journalism without Journalist ( 7nyeon-geudeuri eomneun eollon ),"{'director': [{'directorNm': '김진혁', 'directorEnNm': 'Kim Jin Hyeok', 'directorId': '00202972'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '이명박 정부 초기인 2008년부터 현재까지 총 20여명의 언론인이 해직되었다.해직 언론인 대부분이 노조 간부가 아닌 것은 물론, 그 중 상당수는 평범한 언론사의 직장인으로서 생활하던 이들이다. 자신이 다니던 언론사가 권력에 의해 망가지는 모습을 견디지 못했던 그들은 공정방송이란 상식적인 요구를 하였으나, 돌아온 것은 해직통보였다.7년의 시간이 흐른 지금, 자신이 몸담았던 언론사에 대한 권력의 통제는 이미 관성이 되어버렸고, 그런 현실을 바라보는 그들의 시선도 착찹하기만 한데…그들은 돌아갈 수 있을까? 만약 돌아간다면 그 곳은... 그들이 간절히 원했던 그런 언론사이긴 한 걸까?'}, {'plotLang': '영어', 'plotText': 'A total of 17 journalists have been fired since 2008, the beginning of LEE Myung-bak’s presidential term. They fought against the companies that they worked for succumbing to power and are now frustrated at reality where censorship of the press by authority has now become a norm. Can they continue their activities as journalists?'}]}",110,12세관람가,사회,20170112,"이명박,언론인,해직,해직통보,해고,공정방송",http://file.koreafilm.or.kr/thm/02/00/04/34/tn_DPA000610.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013780.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013773.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013774.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013775.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013776.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013777.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013778.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/66/tn_DSAT013779.jpg,"{'vod': [{'vodClass': '예고편(티저)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/A/06547/own/videoData'}]}",
F39620,, 극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,Cocotama The Movie 2017,"{'director': [{'directorNm': '닛타 노리오', 'directorEnNm': '', 'directorId': ''}]}",일본,"{'plot': [{'plotLang': '한국어', 'plotText': '코코밍 엔젤 총출동! 세상을 지키기 위한 대모험이 시작된다! 코코밍이라면 누구나 꿈꿔 온 코코밍 세계에특별히 초대받은 미소와 코코밍들은신비롭고 환상적인 코코밍 세계를 신나게 탐험하기 시작한다.한편, 초대받지 못한 새 친구 푸르밍은주인인 리아를 생각하는 마음에 코코밍 세계에 몰래 숨어들고남몰래 훔친 도토리 열쇠를 이용해 해피트리 입구에 들어간다.이 때, 푸르밍의 마이너스 파워로 해피트리에 큰 구멍이 생겨나고소중한 해피스타들이 우르르 세상 밖으로 쏟아지게 되는데..위험에 빠진 코코밍 세계와 인간 세계! 과연 코코밍들은 힘을 합쳐 마법으로 세상을 구할 수 있을까?'}]}",76,전체관람가,판타지,20170907,,http://file.koreafilm.or.kr/thm/02/00/04/47/tn_DPF013690.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073676.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073677.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073678.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073679.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073680.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073681.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073682.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073683.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073684.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073685.jpg,"{'vod': [{'vodClass': '기타(캐릭터 영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39620/own/videoData'}, {'vodClass': '예고편(메인)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39620/own/videoData'}, {'vodClass': '기타(오프닝영상)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39620/own/videoData'}]}",
F39615,, 겟 더 걸,Get the Girl,"{'director': [{'directorNm': '에릭 잉글랜드', 'directorEnNm': '', 'directorId': ''}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '“내가 찍은 너, 넌 내 거야!”몇 년째 알렉스를 짝사랑한 클라란스. 하지만 그녀는 그의 존재조차 모른다. 그녀의 마음을 얻기 위해 바람둥이 패트릭에게 도움을 청하고, 부잣집 아들 클라란스의 돈이 탐난 패트릭은 가짜 납치 작전을 계획한다. 그러나 완벽했던 납치 계획은 점차 통제불능 상황으로 흘러가는데…'}, {'plotLang': '한국어', 'plotText': '영화  겟 더 걸 은 짝사랑에 눈 먼 남자의 로맨틱(?)한 고백이 불러오는 한밤중의 예측 불가한 소동이 대참사로 이어지는 유쾌 통쾌 상쾌한 팝콘무비. 기상천외하지만 위험한 이벤트를 통해 자신의 진실한 감정을 고백하고 싶은 남자(클라란스)와 그가 고용한 바람둥이 사기꾼(프랭크)이 벌이는 프로포즈 가짜 납치 작건은 처음부터 꼬이기 시작하고 납치범들과 인질(알렉스)간의 어디로 튈지 모르는 예측불허 상황이 벌어진다. 알렉스를 짝사랑하는 클라란스는 과연 백마 탄 왕자가 되어 이 난장판을 해결하고 그녀의 마음을 얻는데 성공할 수 있을까?'}]}",88,18세관람가(청소년관람불가),"코메디,액션",20170810,,http://file.koreafilm.or.kr/thm/02/00/04/47/tn_DPF013688.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073651.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073652.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073653.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073654.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073655.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/03/tn_DSFT073650.jpg,"{'vod': [{'vodClass': '예고편(메인)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39615/own/videoData'}]}",
K16385,, 번개맨과 신비의 섬,Lightning man and the mystery island ( Beongaemaengwa sinbiui seom ),"{'director': [{'directorNm': '김지열', 'directorEnNm': 'Kim Jiyeol', 'directorId': '00206606'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '위기에 빠진 번개파워를 구하러 모험을 떠나자!번개파워를 충전하러 ‘신비의 섬’으로 떠난 번개맨과 친구들. 세상 모든 추억이 모인 ‘신비의 섬’에서 추억의 힘으로 충전을 하려고 하지만 나잘난 더잘난의 방해로 번개맨은 위기에 빠져버리고 만다. 과연 번개맨은 번개파워를 충전하고 무사히 돌아올 수 있을까?'}, {'plotLang': '영어', 'plotText': 'Lightning Man loses all his Lightning Power after saving the children of the world. The only way to recharge his power is through memories, as memories have the strength to lift us back up. So Lightning Man and his friends, Lightning Girl and Mariio, decide to go to The Mystery Island, a place where all of the world’s memories are kept.'}]}",70,전체관람가,"어드벤처,가족,아동,뮤지컬",20180405,"뮤지컬형식,공연영상,번개맨,번개파워",http://file.koreafilm.or.kr/thm/02/00/04/52/tn_DPK012781.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292960.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292961.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292962.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292963.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292964.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292965.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292966.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/47/tn_DSKT292967.jpg,"{'vod': [{'vodClass': '엔딩크레딧(엔딩크레딧)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/16385/own/videoData'}]}",
F39507,, 제트스톰2: 승부조작단,Z Strom 2,"{'director': [{'directorNm': '임덕록', 'directorEnNm': 'David Lam Tak-Luk', 'directorId': '00127639'}]}","중국,홍콩","{'plot': [{'plotLang': '한국어', 'plotText': '홍콩의 부패방지국과 의문의 킬러 배후와의 첩보전을 다룬 액션 영화'}]}",95,15세관람가,"액션,미스터리",20170713,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013635.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
K15642,, 걷기왕,Queen of Walking ( geot-gi-wang ),"{'director': [{'directorNm': '백승화', 'directorEnNm': 'BAEK Seung-hwa', 'directorId': '00049768'}]}",대한민국,"{'plot': [{'plotLang': '한국어', 'plotText': '모두가 열심히! 빨리!를 외친다!!“꼭, 그래야만 하나요?”그녀 나이 4살에 발견된 선천적 멀미증후군으로 세상의 모든 교통수단을 탈 수 없는 만복(심은경)은 오직 두 다리만으로 왕복 4시간 거리의 학교까지 걸어 다니는 씩씩한 여고생. 무조건 빨리, 무조건 열심히! 꿈과 열정을 강요당하는 현실이지만 뭐든 적당히 하며 살고 싶은 그녀의 삶에, 어느 날 뜻밖의 ‘경보’가 울리기 시작한다! 걷는 것 하나는 자신 있던 만복의 놀라운 통학 시간에 감탄한 담임 선생님의 추천으로 그녀에게 딱 맞는 운동 ‘경보’를 시작하게 된 것. 공부는 싫고, 왠지 운동은 쉬울 것 같아 시작했는데 뛰지도 걷지도 못한다니! 과연 세상 귀찮은 천하태평 만복은 ‘경보’를 통해 새로운 자신을 만날 수 있을까?'}, {'plotLang': '영어', 'plotText': 'Man-bok (SHIM Eun-kyoung), a girl living in Ganghwado Island, cannot use any transportation due to her extreme motion sickness. She must walk on two legs if she wants to go somewhere. Fortunately, she has carefree personality. She nods in class every day after the arduous 2-hour journey on foot to school, but she spends her days without anxiety or even dreams. One day, her homeroom teacher gets to know that Man-bok walks long distances to school, and recommends her to join the race walking team.'}]}",93,12세관람가,드라마,20161020,"경보,고등학생,여고생",http://file.koreafilm.or.kr/thm/02/00/04/30/tn_DPK011794.jpg|http://file.koreafilm.or.kr/thm/02/00/04/29/tn_DPK011720.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248157.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248158.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248159.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248160.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248161.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248162.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248163.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248164.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248165.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/43/tn_DSKT248166.jpg,"{'vod': [{'vodClass': '예고편(티저)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/K/15642/own/videoData'}]}",
F39412,, 120 BPM,120 Beats Per Minute,"{'director': [{'directorNm': '로빈 캉필로', 'directorEnNm': 'Robin Campillo', 'directorId': '00112866'}]}",프랑스,"{'plot': [{'plotLang': '한국어', 'plotText': '1989년 프랑스 파리, 에이즈의 확산에도 치료제 하나 내놓지 않는 무책임한 정부와 이득만 취하려는 제약회사에 대항하여 설립된 ‘액트 업 파리’(정부의 에이즈 대책 강화를 요구하는 단체)가의 활동가들은 지금 1분 1초가 짧다. 단체 신입으로 가입한 ‘나탄’은 열정적인 활동가 ‘션’에게 큰 영향을 받게 되고, 에이즈 운동에 누구보다 적극적으로 활동한다. 이들은 제대로 된 치료제가 없어 바로 옆에 있는 동료가 죽어가는 현실에도 좌절하지 않고, 여전히 뜨겁게 사랑하며 투쟁한다. 그들은 삶은 시간이 얼마 남지 않았음에도 찬란히 빛나며 산화한다.'}]}",143,18세관람가(청소년관람불가),"드라마,동성애,멜로/로맨스",20180315,"에이즈,동성애,제약회사,투쟁,파리,퀴어무비",http://file.koreafilm.or.kr/thm/02/00/04/51/tn_DPF013903.jpg|http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014062.jpg|http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014064.jpg|http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014061.jpg|http://file.koreafilm.or.kr/thm/02/00/04/54/tn_DPF014063.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074459.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074460.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074461.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074462.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074463.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074464.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074465.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/45/tn_DSFT074466.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F39408,, 소드 마스터: 절대강호의 죽음,Sword Master,"{'director': [{'directorNm': '이동승', 'directorEnNm': 'Tung-Shing Yee', 'directorId': '00070021'}]}",중국,"{'plot': [{'plotLang': '한국어', 'plotText': ""강호를 평정한 그가 갑자기 사라졌다!무패의 신화 '사효봉'은 강호의 절대강자로 불리며 칭송 받는다. '연십삼'은 '사효봉'을 라이벌로 여기며 고된 훈련 끝에 생사의 끝자락에서 세계를 놀라게 할 '탈명십삼검'을 연마하게 된다. '연십삼'은 '심소야'와 겨루기 위해 그를 찾아가지만, '사효봉'이 죽었다는 소식을 듣게 된다. 인생의 목표를 잃어버리고 크게 낙심한 '연십삼'. 한편, 강호에는 '사효봉'이 죽지 않고 살아있다는 소문이 돌기 시작하고, 때마침 '연십삼' 앞에 '사효봉'의 정혼자 '묘용추적'이 나타나 갑자기 그를 죽여달라고 하는데...""}]}",108,15세관람가,"액션,무협",20170601,,http://file.koreafilm.or.kr/thm/02/00/04/43/tn_DPF013476.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073127.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073128.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073129.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073130.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073131.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073132.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073133.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073134.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073135.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/47/95/tn_DSFT073136.jpg,"{'vod': [{'vodClass': '예고편()', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39408/own/videoData'}]}",
F39570,, 블랙 팬서,Black Panther,"{'director': [{'directorNm': '라이언 쿠글러', 'directorEnNm': 'Ryan COOGLER', 'directorId': '00172704'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': ' 캡틴 아메리카: 시빌 워 에서 첫 선을 보인 캐릭터 블랙 팬서 주연의 작품으로, 지구에서 가장 강한 희귀 금속 ‘비브라늄’을 보유한 와칸다의 국왕 ‘블랙 팬서’가 비브라늄을 노리는 새로운 적들의 위협에 맞서 와칸다와 전 세계를 지켜내는 이야기'}]}",134,12세관람가,"액션,드라마,SF",20180214,"마블코믹스,히어로,슈퍼히어로,비브라늄,캡틴아메리카",http://file.koreafilm.or.kr/thm/02/00/04/51/tn_DPF013899.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F39508,, 다크타워: 희망의 탑,The Dark Tower,"{'director': [{'directorNm': '니콜라지 아르셀', 'directorEnNm': 'Nikolaj Arcel', 'directorId': '00160204'}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '두 개의 차원이 공존하는 세상.악의 세력이 세상의 균형을 유지하는 다크타워를 파괴하려 하고,이를 수호하려는 건슬링어들은 모두 죽임을 당한다.  유일하게 혼자 살아남은 최후의 건슬링어 ‘롤랜드’(이드리스 엘바)는 홀로 악의 추종자인 맨인블랙 ‘월터’(매튜 매커너히)에 맞선다.맨인블랙인 ‘월터’는 세상을 완전히 무너뜨리기 위해 차원을 넘나들며 끊임없이 다크타워를 파괴하려는 계획을 세우고, 이 사실을 알게 된 건슬링어 ‘롤랜드’는 그에 맞서기 위해 두 개의 세상을 오가는데…건슬링어 VS 맨 인 블랙탑의 수호자 VS 어둠의 추종자차원을 넘나드는 운명의 대결이 시작된다!'}]}",95,15세관람가,"액션,어드벤처",20170823,,http://file.koreafilm.or.kr/thm/02/00/04/45/tn_DPF013616.jpg|http://file.koreafilm.or.kr/thm/02/00/04/45/tn_DPF013617.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073584.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073585.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073586.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073587.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073588.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073589.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073590.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073591.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/48/01/tn_DSFT073592.jpg,"{'vod': [{'vodClass': '예고편(K 예고편)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39508/own/videoData'}, {'vodClass': '기타(다크타워 탄생)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39508/own/videoData'}, {'vodClass': '메이킹()', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39508/own/videoData'}, {'vodClass': '예고편(캐릭터)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39508/own/videoData'}, {'vodClass': '예고편(1차)', 'vodUrl': 'https://www.kmdb.or.kr/db/kor/detail/movie/F/39508/own/videoData'}]}",
F39606,," 팀 탈러, 웃음을 팔아버린 소년","The Legend of Timm Tyler or The Boy Who Sold His Laughter, Timm Thaler","{'director': [{'directorNm': '안드레아스 드레센', 'directorEnNm': 'Andreas Dresen', 'directorId': '00054774'}]}",독일,"{'plot': [{'plotLang': '한국어', 'plotText': '홀아버지와 함께 살아가는 팀의 낙은 아빠와 함께 경마장에 가서 응원을 하는 것. 하지만 아빠는 새엄마와 형을 집으로 맞아들인지 얼마 되지 않아 사고로 세상을 떠나 버린다. 홀로 경마장에서 배팅을 하던 팀은 웃음을 팔면 어떤 배팅에도 이길 수 있게 해 준다는 한 신사의 거부할 수 없는 제안을 받아들이는데… (2017년 제21회 부천국제판타스틱영화제)'}]}",102,,"어드벤처,가족,드라마",,,http://file.koreafilm.or.kr/thm/02/00/04/71/tn_DPF014737.jpg,http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSFT077614.jpg|http://file.koreafilm.or.kr/thm/01/copy/00/49/65/tn_DSFT077613.jpg,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
F39525,, 리버스 나인,Rivers 9,"{'director': [{'directorNm': 'Chris W. Freeman', 'directorEnNm': '', 'directorId': ''}, {'directorNm': '저스틴 존스', 'directorEnNm': '', 'directorId': ''}]}",미국,"{'plot': [{'plotLang': '한국어', 'plotText': '한 푼도 안 남기고 놈의 돈을 훔쳐 다가 착한 사람들에게 전부 돌려줄 거야!정비소를 운영하며 이동주택에서 살아가는 ‘제이크’는 새로 생긴 ‘몰리칸 카지노’에 불만이 많다.  카지노가 지역 사회에 악영향을 끼치고 있다고 생각하기 때문이다.  그러던 중 카지노를 운영하는 ‘카플란’이 자신의 이동주택과 땅을 훼손하고 여동생인 ‘스카이’를 넘본 사실까지 알게 되자 분노를 참지 못하는데…  카플란을 응징하기 위해 동료들을 소집하는 제이크!    과연 그들은 나쁜 놈을 응징하고 착한 사람들에게 돈을 돌려줄 수 있을까?'}]}",94,,"액션,코메디,범죄",,,http://file.koreafilm.or.kr/thm/02/00/04/46/tn_DPF013628.jpg,,"{'vod': [{'vodClass': '', 'vodUrl': ''}]}",
